suite,dir,tier,condition,policy,sketch_route,rollout_idx,skipped,skip_reason,n_steps,success_final,success_sustained,first_success_step,grasp_success_flag,grasped_any,lifted,grasped_instance,correct_instance_grasped,nearest_destination,correct_destination,terminal_dist_xy,sketch_referent_object,sketch_referent_destination,sketch_fidelity_object,sketch_fidelity_destination,deproject,z_pick,z_place,n_infer_calls,infer_ms_mean,pi05_sketch_mode
spatial,scene_0031,both,auto,oracle,tokens,0,False,,200,True,True,158,True,True,True,akita_black_bowl_1,True,plate_2,True,0.009,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92,,,
spatial,scene_0031,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,True,0.0131,akita_black_bowl_3,plate_2,True,True,plane,0.92,0.92,,,
spatial,scene_0031,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,True,0.0132,akita_black_bowl_3,plate_2,True,True,plane,0.92,0.92,,,
object,scene_0000,control,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3036,milk_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0000,control,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,milk_1,True,,False,0.1691,milk_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0000,control,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,milk_1,True,,False,0.1654,milk_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0001,control,auto,oracle,tokens,0,False,,200,True,True,150,True,True,True,alphabet_soup_1,True,basket_1,True,0.0056,alphabet_soup_1,basket_1,True,True,plane,0.065,0.065,,,
object,scene_0001,control,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4279,alphabet_soup_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0001,control,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4116,alphabet_soup_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0005,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4392,bbq_sauce_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0005,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1602,bbq_sauce_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0005,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1601,bbq_sauce_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0007,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5179,chocolate_pudding_2,basket_1,,,plane,0.065,0.065,,,
object,scene_0007,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5179,chocolate_pudding_2,basket_1,,,plane,0.065,0.065,,,
object,scene_0007,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5179,chocolate_pudding_2,basket_1,,,plane,0.065,0.065,,,
object,scene_0011,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4614,butter_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0011,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4614,butter_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0011,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4614,butter_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0013,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.234,tomato_sauce_2,basket_1,,,plane,0.065,0.065,,,
object,scene_0013,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.234,tomato_sauce_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0013,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.234,tomato_sauce_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0023,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1991,orange_juice_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0023,directional,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,orange_juice_1,True,,False,0.1702,orange_juice_1,basket_3,True,,plane,0.065,0.065,,,
object,scene_0023,directional,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,orange_juice_1,True,,False,0.1713,orange_juice_1,basket_3,True,,plane,0.065,0.065,,,
object,scene_0024,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,,False,0.1616,ketchup_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0024,directional,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,basket_3,False,0.0234,ketchup_1,basket_3,True,True,plane,0.065,0.065,,,
object,scene_0024,directional,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,basket_3,False,0.0231,ketchup_1,basket_3,True,True,plane,0.065,0.065,,,
object,scene_0025,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2556,bbq_sauce_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0025,directional,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1122,bbq_sauce_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0025,directional,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1122,bbq_sauce_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0027,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2253,chocolate_pudding_1,basket_2,,,plane,0.065,0.065,,,
object,scene_0027,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2253,chocolate_pudding_1,basket_2,,,plane,0.065,0.065,,,
object,scene_0027,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2253,chocolate_pudding_1,basket_2,,,plane,0.065,0.065,,,
object,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,butter_2,basket_1,,,plane,0.065,0.065,,,
object,scene_0029,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,cream_cheese_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0029,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,cream_cheese_1,basket_1,,,plane,0.065,0.065,,,
object,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4871,orange_juice_3,basket_2,,,plane,0.065,0.065,,,
object,scene_0033,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,orange_juice_1,False,,False,0.1702,orange_juice_1,basket_1,True,,plane,0.065,0.065,,,
object,scene_0033,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,orange_juice_1,False,,False,0.1702,orange_juice_1,basket_1,True,,plane,0.065,0.065,,,
goal,scene_0001,control,auto,oracle,tokens,0,False,,200,True,True,159,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,plane,0.92,0.92,,,
goal,scene_0001,control,human:aaron_test,oracle,tokens,0,False,,200,True,True,157,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,plane,0.92,0.92,,,
goal,scene_0001,control,human_consensus,oracle,tokens,0,False,,200,True,True,157,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,plane,0.92,0.92,,,
goal,scene_0002,control,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0002,control,human:aaron_test,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0002,control,human_consensus,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0005,referential,auto,oracle,tokens,0,False,,200,True,True,168,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0171,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0005,referential,human:aaron_test,oracle,tokens,0,False,,200,True,True,167,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0223,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0005,referential,human_consensus,oracle,tokens,0,False,,200,True,True,167,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0209,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0010,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_1,,,plane,0.92,0.92,,,
goal,scene_0010,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_2,,,plane,0.92,0.92,,,
goal,scene_0010,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_2,,,plane,0.92,0.92,,,
goal,scene_0013,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0013,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0013,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92,,,
goal,scene_0015,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1367,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92,,,
goal,scene_0015,referential,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1366,cream_cheese_3,akita_black_bowl_1,,,plane,0.92,0.92,,,
goal,scene_0015,referential,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1366,cream_cheese_3,akita_black_bowl_1,,,plane,0.92,0.92,,,
goal,scene_0018,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1511,akita_black_bowl_1,plate_1,,,plane,0.92,0.92,,,
goal,scene_0018,directional,human:aaron_test,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0195,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0018,directional,human_consensus,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.018,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0019,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.1125,akita_black_bowl_1,plate_3,True,,plane,0.92,0.92,,,
goal,scene_0019,directional,human:aaron_test,oracle,tokens,0,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0065,akita_black_bowl_1,plate_3,True,True,plane,0.92,0.92,,,
goal,scene_0019,directional,human_consensus,oracle,tokens,0,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0012,akita_black_bowl_1,plate_3,True,True,plane,0.92,0.92,,,
goal,scene_0025,directional,auto,oracle,tokens,0,False,,200,True,True,169,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0133,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92,,,
goal,scene_0025,directional,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.2255,akita_black_bowl_1,plate_3,True,,plane,0.92,0.92,,,
goal,scene_0025,directional,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.2115,akita_black_bowl_1,plate_3,True,,plane,0.92,0.92,,,
goal,scene_0026,both,auto,oracle,tokens,0,False,,200,True,True,154,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0185,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92,,,
goal,scene_0026,both,human:aaron_test,oracle,tokens,0,False,,200,True,True,168,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0255,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92,,,
goal,scene_0026,both,human_consensus,oracle,tokens,0,False,,200,True,True,168,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0256,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92,,,
goal,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,akita_black_bowl_2,True,0.0,cream_cheese_1,akita_black_bowl_2,False,True,plane,0.92,0.92,,,
goal,scene_0033,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1519,cream_cheese_1,akita_black_bowl_2,,,plane,0.92,0.92,,,
goal,scene_0033,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1519,cream_cheese_1,akita_black_bowl_2,,,plane,0.92,0.92,,,
goal,scene_0034,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0176,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0034,both,human:aaron_test,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_1,True,0.0506,akita_black_bowl_4,plate_1,True,True,plane,0.92,0.92,,,
goal,scene_0034,both,human_consensus,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_1,True,0.0507,akita_black_bowl_4,plate_1,True,True,plane,0.92,0.92,,,
spatial,scene_0000,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0118,,,,,plane,0.92,0.92,,,
spatial,scene_0000,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0119,,,,,plane,0.92,0.92,,,
spatial,scene_0000,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0119,,,,,plane,0.92,0.92,,,
spatial,scene_0001,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0129,,,,,plane,0.92,0.92,,,
spatial,scene_0001,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0129,,,,,plane,0.92,0.92,,,
spatial,scene_0001,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.013,,,,,plane,0.92,0.92,,,
spatial,scene_0008,referential,text_only,text_guess,tokens,0,False,,200,True,True,170,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0195,,,,,plane,0.92,0.92,,,
spatial,scene_0008,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0135,,,,,plane,0.92,0.92,,,
spatial,scene_0008,referential,text_only,text_guess,tokens,2,False,,200,True,True,170,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0192,,,,,plane,0.92,0.92,,,
spatial,scene_0009,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0129,,,,,plane,0.92,0.92,,,
spatial,scene_0009,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0127,,,,,plane,0.92,0.92,,,
spatial,scene_0009,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.017,,,,,plane,0.92,0.92,,,
spatial,scene_0012,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0144,,,,,plane,0.92,0.92,,,
spatial,scene_0012,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0165,,,,,plane,0.92,0.92,,,
spatial,scene_0012,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0173,,,,,plane,0.92,0.92,,,
spatial,scene_0016,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,,False,0.0981,,,,,plane,0.92,0.92,,,
spatial,scene_0016,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_5,False,plate_1,True,0.0131,,,,,plane,0.92,0.92,,,
spatial,scene_0016,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0147,,,,,plane,0.92,0.92,,,
spatial,scene_0017,directional,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0071,,,,,plane,0.92,0.92,,,
spatial,scene_0017,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0137,,,,,plane,0.92,0.92,,,
spatial,scene_0017,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0137,,,,,plane,0.92,0.92,,,
spatial,scene_0021,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0169,,,,,plane,0.92,0.92,,,
spatial,scene_0021,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0167,,,,,plane,0.92,0.92,,,
spatial,scene_0021,directional,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0135,,,,,plane,0.92,0.92,,,
spatial,scene_0025,directional,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0043,,,,,plane,0.92,0.92,,,
spatial,scene_0025,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_4,False,0.0075,,,,,plane,0.92,0.92,,,
spatial,scene_0025,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_4,False,0.0073,,,,,plane,0.92,0.92,,,
spatial,scene_0029,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,,False,0.1048,,,,,plane,0.92,0.92,,,
spatial,scene_0029,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_2,True,0.0147,,,,,plane,0.92,0.92,,,
spatial,scene_0029,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_1,False,0.0126,,,,,plane,0.92,0.92,,,
spatial,scene_0030,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.007,,,,,plane,0.92,0.92,,,
spatial,scene_0030,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,False,0.0161,,,,,plane,0.92,0.92,,,
spatial,scene_0030,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,True,,False,0.1031,,,,,plane,0.92,0.92,,,
spatial,scene_0031,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,True,0.0137,,,,,plane,0.92,0.92,,,
spatial,scene_0031,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_2,True,0.0124,,,,,plane,0.92,0.92,,,
spatial,scene_0031,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,False,0.0162,,,,,plane,0.92,0.92,,,
object,scene_0000,control,text_only,text_guess,tokens,0,False,,200,True,True,144,True,True,True,milk_1,True,basket_1,True,0.0136,,,,,plane,0.065,0.065,,,
object,scene_0000,control,text_only,text_guess,tokens,1,False,,200,True,True,144,True,True,True,milk_1,True,basket_1,True,0.0136,,,,,plane,0.065,0.065,,,
object,scene_0000,control,text_only,text_guess,tokens,2,False,,200,True,True,144,True,True,True,milk_1,True,basket_1,True,0.0136,,,,,plane,0.065,0.065,,,
