suite,dir,tier,condition,policy,sketch_route,rollout_idx,skipped,skip_reason,n_steps,success_final,success_sustained,first_success_step,grasp_success_flag,grasped_any,lifted,grasped_instance,correct_instance_grasped,nearest_destination,correct_destination,terminal_dist_xy,sketch_referent_object,sketch_referent_destination,sketch_fidelity_object,sketch_fidelity_destination,deproject,z_pick,z_place
spatial,scene_0020,directional,auto,oracle,tokens,0,False,,200,True,True,159,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0121,akita_black_bowl_1,plate_3,True,True,depth,0.9148,0.9106
spatial,scene_0021,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2516,akita_black_bowl_1,plate_1,,,depth,0.9354,0.9133
spatial,scene_0022,directional,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0156,akita_black_bowl_1,plate_3,True,True,depth,0.9116,0.9112
spatial,scene_0023,directional,auto,oracle,tokens,0,False,,200,True,True,169,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0206,akita_black_bowl_1,plate_1,True,True,depth,0.9116,0.9117
spatial,scene_0024,directional,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_3,True,0.024,akita_black_bowl_1,plate_3,True,True,depth,0.9128,0.9117
spatial,scene_0025,directional,auto,oracle,tokens,0,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0211,akita_black_bowl_1,plate_3,True,True,depth,0.9186,0.9106
spatial,scene_0026,both,auto,oracle,tokens,0,False,,200,True,True,171,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0198,akita_black_bowl_1,plate_1,True,True,depth,0.9111,0.9116
spatial,scene_0027,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,plate_2,True,0.0283,akita_black_bowl_3,plate_2,True,True,depth,0.9235,0.9108
spatial,scene_0028,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1423,akita_black_bowl_1,plate_1,,,depth,0.9333,0.9118
spatial,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2444,akita_black_bowl_3,plate_2,,,depth,0.9117,0.9112
spatial,scene_0030,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0053,akita_black_bowl_2,plate_1,True,True,depth,0.9103,0.9106
spatial,scene_0031,both,auto,oracle,tokens,0,False,,200,True,True,156,True,True,True,akita_black_bowl_1,True,plate_2,True,0.007,akita_black_bowl_1,plate_2,True,True,depth,0.9133,0.9105
spatial,scene_0032,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,True,0.053,akita_black_bowl_1,plate_1,True,True,depth,0.9133,0.9108
spatial,scene_0033,both,auto,oracle,tokens,0,False,,200,True,True,154,True,True,True,akita_black_bowl_3,True,plate_3,True,0.0102,akita_black_bowl_3,plate_3,True,True,depth,0.9168,0.9109
spatial,scene_0034,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0212,akita_black_bowl_1,plate_1,True,True,depth,0.9111,0.9124
spatial,scene_0035,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1435,akita_black_bowl_4,plate_2,,,depth,0.9383,0.9104
spatial,scene_0036,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_4,True,plate_2,True,0.035,akita_black_bowl_4,plate_2,True,True,depth,0.914,0.9108
spatial,scene_0037,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1168,akita_black_bowl_5,plate_1,,,depth,0.94,0.9125
object,scene_0000,control,auto,oracle,tokens,0,False,,200,True,True,173,True,True,True,milk_1,True,basket_1,True,0.0337,milk_1,basket_1,True,True,depth,0.0712,0.1297
object,scene_0001,control,auto,oracle,tokens,0,False,,200,True,True,172,True,True,True,alphabet_soup_1,True,basket_1,True,0.0171,alphabet_soup_1,basket_1,True,True,depth,0.0669,0.1321
object,scene_0002,control,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3567,tomato_sauce_1,basket_1,,,depth,0.0704,0.1214
object,scene_0003,control,auto,oracle,tokens,0,False,,200,True,True,164,True,True,True,orange_juice_1,True,basket_1,True,0.0345,orange_juice_1,basket_1,True,True,depth,0.094,0.1215
object,scene_0004,control,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,,False,0.1374,ketchup_1,basket_1,True,,depth,0.086,0.1392
object,scene_0005,referential,auto,oracle,tokens,0,False,,200,True,True,186,True,True,True,bbq_sauce_1,True,basket_1,True,0.0261,bbq_sauce_1,basket_1,True,True,depth,0.0468,0.1335
object,scene_0006,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4562,salad_dressing_1,basket_1,,,depth,0.057,0.1008
object,scene_0007,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5179,chocolate_pudding_2,basket_1,,,depth,0.0327,0.1404
object,scene_0008,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2761,cream_cheese_3,basket_1,,,depth,0.0234,0.1055
object,scene_0009,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4102,butter_2,basket_1,,,depth,0.0232,0.1341
object,scene_0010,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5575,milk_2,basket_1,,,depth,0.0717,0.1195
object,scene_0011,referential,auto,oracle,tokens,0,False,,200,True,True,170,True,True,True,butter_1,True,basket_1,True,0.0424,butter_1,basket_1,True,True,depth,0.0058,0.1114
object,scene_0012,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2965,alphabet_soup_3,basket_1,,,depth,0.0593,0.1342
object,scene_0013,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.234,tomato_sauce_2,basket_1,,,depth,0.13,0.1299
object,scene_0014,referential,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1269,bbq_sauce_1,basket_1,True,,depth,0.0354,0.1115
object,scene_0015,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.385,chocolate_pudding_4,basket_1,,,depth,0.0327,0.137
object,scene_0016,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2075,cream_cheese_2,basket_1,,,depth,0.0144,0.0958
object,scene_0017,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3488,chocolate_pudding_1,basket_2,,,depth,0.0335,0.1004
object,scene_0018,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3951,cream_cheese_1,basket_1,,,depth,0.0057,0.0965
object,scene_0019,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4165,butter_1,basket_1,,,depth,0.0138,0.0922
object,scene_0020,directional,auto,oracle,tokens,0,False,,200,False,False,174,True,True,True,milk_1,True,basket_1,True,0.0386,milk_1,basket_1,True,True,depth,0.077,0.0999
object,scene_0021,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2443,alphabet_soup_1,basket_2,,,depth,0.0678,0.1262
object,scene_0022,directional,auto,oracle,tokens,0,False,,200,True,True,178,True,True,True,tomato_sauce_1,True,basket_1,True,0.0195,tomato_sauce_1,basket_1,True,True,depth,0.0386,0.1134
object,scene_0023,directional,auto,oracle,tokens,0,False,,200,True,True,169,True,True,True,orange_juice_1,True,basket_1,True,0.0314,orange_juice_1,basket_1,True,True,depth,0.0579,0.115
object,scene_0024,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,,False,0.1114,ketchup_1,basket_1,True,,depth,0.0627,0.0904
object,scene_0025,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,bbq_sauce_1,True,,False,0.1151,bbq_sauce_1,basket_1,True,,depth,0.0315,0.1099
object,scene_0026,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,salad_dressing_2,True,,False,0.0917,salad_dressing_2,basket_1,True,,depth,0.0829,0.1411
object,scene_0027,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2247,chocolate_pudding_1,basket_2,,,depth,0.0329,0.1154
object,scene_0028,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3678,cream_cheese_1,basket_2,,,depth,0.0216,0.1294
object,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,butter_2,basket_1,,,depth,0.0062,0.1405
object,scene_0030,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2666,alphabet_soup_4,basket_1,,,depth,0.0651,0.1258
object,scene_0031,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2556,tomato_sauce_4,basket_1,,,depth,0.0401,0.0933
object,scene_0032,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3735,tomato_sauce_3,basket_1,,,depth,0.0398,0.1298
object,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4874,orange_juice_3,basket_2,,,depth,0.0607,0.1272
object,scene_0034,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_2,True,,False,0.1798,ketchup_2,basket_3,True,,depth,0.0669,0.1384
object,scene_0035,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3166,butter_3,basket_3,,,depth,0.0223,0.1344
object,scene_0036,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3575,alphabet_soup_2,basket_3,,,depth,0.0294,0.1411
object,scene_0037,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3121,tomato_sauce_2,basket_2,,,depth,0.0675,0.1017
goal,scene_0000,control,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0085,akita_black_bowl_1,plate_1,True,True,depth,0.9135,0.9111
goal,scene_0001,control,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,,akita_black_bowl_1,akita_black_bowl_1,,,depth,0.9341,0.9352
goal,scene_0002,control,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,depth,0.9433,0.284
goal,scene_0003,control,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_1,,,depth,0.9106,0.9044
goal,scene_0004,control,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1345,cream_cheese_1,akita_black_bowl_1,,,depth,0.9223,0.9126
goal,scene_0005,referential,auto,oracle,tokens,0,False,,200,True,False,199,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0005,akita_black_bowl_1,plate_1,True,True,depth,0.9119,1.0063
goal,scene_0006,referential,auto,oracle,tokens,0,False,,200,True,True,180,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_4,True,,depth,0.9111,0.9334
goal,scene_0007,referential,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,depth,0.9198,1.1297
goal,scene_0008,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,depth,0.9717,1.1399
goal,scene_0009,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,depth,0.9374,1.1297
goal,scene_0010,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_1,,,depth,0.9113,0.9044
goal,scene_0011,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1459,cream_cheese_1,akita_black_bowl_1,,,depth,0.9227,0.9159
goal,scene_0012,referential,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0132,akita_black_bowl_1,plate_1,True,True,depth,0.9115,0.9114
goal,scene_0013,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,depth,0.969,0.2425
goal,scene_0014,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,,akita_black_bowl_1,akita_black_bowl_2,,,depth,0.9384,0.9476
goal,scene_0015,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1375,cream_cheese_1,akita_black_bowl_1,,,depth,0.9221,0.9123
goal,scene_0016,referential,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_2,True,,depth,0.9115,1.1298
goal,scene_0017,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1493,akita_black_bowl_1,plate_2,,,depth,0.9336,0.9275
goal,scene_0018,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.1672,akita_black_bowl_1,plate_1,True,,depth,0.9213,0.9106
goal,scene_0019,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.1093,akita_black_bowl_1,plate_3,True,,depth,0.9243,0.9153
goal,scene_0020,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1269,cream_cheese_1,akita_black_bowl_2,,,depth,0.9045,0.9106
goal,scene_0021,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1045,cream_cheese_1,akita_black_bowl_1,,,depth,0.9473,0.9124
goal,scene_0022,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1428,cream_cheese_1,akita_black_bowl_3,,,depth,0.922,0.9166
goal,scene_0023,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1415,akita_black_bowl_1,plate_2,,,depth,0.9383,0.9106
goal,scene_0024,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1315,cream_cheese_1,akita_black_bowl_2,,,depth,0.9179,0.9504
goal,scene_0025,directional,auto,oracle,tokens,0,False,,200,False,False,177,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0248,akita_black_bowl_1,plate_2,True,True,depth,0.9163,0.9267
goal,scene_0026,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0262,akita_black_bowl_1,plate_2,True,True,depth,0.9129,0.9435
goal,scene_0027,both,auto,oracle,tokens,0,False,,200,False,True,165,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0258,akita_black_bowl_1,plate_2,True,True,depth,0.9165,0.9258
goal,scene_0028,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0109,akita_black_bowl_1,plate_2,True,True,depth,0.9148,0.9125
goal,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1271,cream_cheese_1,akita_black_bowl_1,,,depth,0.9227,0.9114
goal,scene_0030,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,akita_black_bowl_2,True,0.0,cream_cheese_1,akita_black_bowl_2,False,True,depth,0.9221,0.911
goal,scene_0031,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,akita_black_bowl_3,True,0.0,cream_cheese_1,akita_black_bowl_3,False,True,depth,0.9219,0.9115
goal,scene_0032,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0642,akita_black_bowl_1,plate_1,True,True,depth,0.9167,0.9107
goal,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,akita_black_bowl_2,True,0.0,cream_cheese_1,akita_black_bowl_2,False,True,depth,0.9221,0.9113
goal,scene_0034,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1146,akita_black_bowl_1,plate_1,,,depth,0.9371,0.9112
goal,scene_0035,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1312,cream_cheese_1,akita_black_bowl_2,,,depth,0.9222,0.912
goal,scene_0036,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0074,akita_black_bowl_1,plate_2,True,True,depth,0.918,0.9123
goal,scene_0037,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1315,cream_cheese_1,akita_black_bowl_1,,,depth,0.9226,0.9168
spatial,scene_0000,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0026,,,,,depth,0.9109,0.9118
spatial,scene_0000,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0025,,,,,depth,0.9109,0.9118
spatial,scene_0000,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0024,,,,,depth,0.9109,0.9118
spatial,scene_0001,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0054,,,,,depth,0.9113,0.9114
spatial,scene_0001,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0053,,,,,depth,0.9113,0.9114
spatial,scene_0001,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0052,,,,,depth,0.9113,0.9114
spatial,scene_0002,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0044,,,,,depth,0.9107,0.9115
spatial,scene_0002,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0046,,,,,depth,0.9107,0.9115
spatial,scene_0002,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0045,,,,,depth,0.9107,0.9115
spatial,scene_0003,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.005,,,,,depth,0.9107,0.9113
spatial,scene_0003,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0049,,,,,depth,0.9107,0.9113
spatial,scene_0003,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0047,,,,,depth,0.9107,0.9113
spatial,scene_0004,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0047,,,,,depth,0.9105,0.9107
spatial,scene_0004,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0048,,,,,depth,0.9105,0.9107
spatial,scene_0004,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0049,,,,,depth,0.9105,0.9107
spatial,scene_0005,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,,False,0.1234,,,,,depth,0.9102,0.9111
spatial,scene_0005,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0325,,,,,depth,0.9102,0.9111
spatial,scene_0005,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0084,,,,,depth,0.9111,0.9111
spatial,scene_0006,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0036,,,,,depth,0.9117,0.9114
spatial,scene_0006,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0036,,,,,depth,0.9117,0.9114
spatial,scene_0006,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0035,,,,,depth,0.9117,0.9114
spatial,scene_0007,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3631,,,,,depth,0.91,0.9143
spatial,scene_0007,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0106,,,,,depth,0.9115,0.9143
spatial,scene_0007,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.363,,,,,depth,0.91,0.9143
spatial,scene_0008,referential,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0075,,,,,depth,0.9117,0.9119
spatial,scene_0008,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0067,,,,,depth,0.9107,0.9119
spatial,scene_0008,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0073,,,,,depth,0.9117,0.9119
spatial,scene_0009,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.222,,,,,depth,0.94,0.9111
spatial,scene_0009,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.222,,,,,depth,0.94,0.9111
spatial,scene_0009,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0093,,,,,depth,0.9118,0.9111
spatial,scene_0010,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0041,,,,,depth,0.9109,0.9118
spatial,scene_0010,referential,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0059,,,,,depth,0.9121,0.9118
spatial,scene_0010,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0056,,,,,depth,0.9121,0.9118
spatial,scene_0011,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,True,0.031,,,,,depth,0.9109,0.9105
spatial,scene_0011,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0311,,,,,depth,0.9109,0.9105
spatial,scene_0011,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_1,True,0.0282,,,,,depth,0.9117,0.9105
spatial,scene_0012,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0064,,,,,depth,0.9107,0.9114
spatial,scene_0012,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0063,,,,,depth,0.911,0.9114
spatial,scene_0012,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0062,,,,,depth,0.911,0.9114
spatial,scene_0013,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1535,,,,,depth,0.91,0.9112
