suite,dir,tier,condition,policy,sketch_route,rollout_idx,skipped,skip_reason,n_steps,success_final,success_sustained,first_success_step,grasp_success_flag,grasped_any,lifted,grasped_instance,correct_instance_grasped,nearest_destination,correct_destination,terminal_dist_xy,sketch_referent_object,sketch_referent_destination,sketch_fidelity_object,sketch_fidelity_destination,deproject,z_pick,z_place
object,scene_0014,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3825,bbq_sauce_1,basket_1,,,plane,0.065,0.065
object,scene_0015,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.385,chocolate_pudding_4,basket_1,,,plane,0.065,0.065
object,scene_0016,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2007,cream_cheese_2,basket_1,,,plane,0.065,0.065
object,scene_0017,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3487,chocolate_pudding_1,basket_2,,,plane,0.065,0.065
object,scene_0018,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3894,cream_cheese_1,basket_1,,,plane,0.065,0.065
object,scene_0019,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4164,butter_1,basket_1,,,plane,0.065,0.065
object,scene_0020,directional,auto,oracle,tokens,0,False,,200,True,True,144,True,True,True,milk_1,True,basket_1,True,0.0275,milk_1,basket_1,True,True,plane,0.065,0.065
object,scene_0021,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2422,alphabet_soup_1,basket_2,,,plane,0.065,0.065
object,scene_0022,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3497,tomato_sauce_1,basket_1,,,plane,0.065,0.065
object,scene_0023,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1991,orange_juice_1,basket_1,,,plane,0.065,0.065
object,scene_0024,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,,False,0.1616,ketchup_1,basket_1,True,,plane,0.065,0.065
object,scene_0025,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2556,bbq_sauce_1,basket_1,,,plane,0.065,0.065
object,scene_0026,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2768,salad_dressing_2,basket_1,,,plane,0.065,0.065
object,scene_0027,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2253,chocolate_pudding_1,basket_2,,,plane,0.065,0.065
object,scene_0028,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3678,cream_cheese_1,basket_2,,,plane,0.065,0.065
object,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,butter_2,basket_1,,,plane,0.065,0.065
object,scene_0030,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2661,alphabet_soup_4,basket_1,,,plane,0.065,0.065
object,scene_0031,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2444,tomato_sauce_4,basket_1,,,plane,0.065,0.065
object,scene_0032,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3737,tomato_sauce_3,basket_1,,,plane,0.065,0.065
object,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4871,orange_juice_3,basket_2,,,plane,0.065,0.065
object,scene_0034,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,ketchup_2,True,,False,0.1438,ketchup_2,basket_3,True,,plane,0.065,0.065
object,scene_0035,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3166,butter_3,basket_3,,,plane,0.065,0.065
object,scene_0036,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3559,alphabet_soup_2,basket_3,,,plane,0.065,0.065
object,scene_0037,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.312,tomato_sauce_2,basket_2,,,plane,0.065,0.065
goal,scene_0000,control,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0134,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92
goal,scene_0001,control,auto,oracle,tokens,0,False,,200,True,True,159,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,plane,0.92,0.92
goal,scene_0002,control,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92
goal,scene_0003,control,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_1,,,plane,0.92,0.92
goal,scene_0004,control,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1355,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
goal,scene_0005,referential,auto,oracle,tokens,0,False,,200,True,True,168,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0171,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92
goal,scene_0006,referential,auto,oracle,tokens,0,False,,200,True,True,176,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_4,True,,plane,0.92,0.92
goal,scene_0007,referential,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_1,True,,plane,0.92,0.92
goal,scene_0008,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92
goal,scene_0009,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92
goal,scene_0010,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,plate_1,plate_1,,,plane,0.92,0.92
goal,scene_0011,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1459,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
goal,scene_0012,referential,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0168,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92
goal,scene_0013,referential,auto,oracle,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,wine_bottle_1,wine_bottle_1,,,plane,0.92,0.92
goal,scene_0014,referential,auto,oracle,tokens,0,False,,200,True,True,184,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_2,True,,plane,0.92,0.92
goal,scene_0015,referential,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1367,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
goal,scene_0016,referential,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,,akita_black_bowl_1,akita_black_bowl_2,True,,plane,0.92,0.92
goal,scene_0017,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0374,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0018,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1511,akita_black_bowl_1,plate_1,,,plane,0.92,0.92
goal,scene_0019,directional,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.1125,akita_black_bowl_1,plate_3,True,,plane,0.92,0.92
goal,scene_0020,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1326,cream_cheese_1,akita_black_bowl_2,,,plane,0.92,0.92
goal,scene_0021,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.107,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
goal,scene_0022,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1429,cream_cheese_1,akita_black_bowl_3,,,plane,0.92,0.92
goal,scene_0023,directional,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0175,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0024,directional,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1251,cream_cheese_1,akita_black_bowl_2,,,plane,0.92,0.92
goal,scene_0025,directional,auto,oracle,tokens,0,False,,200,True,True,169,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0133,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0026,both,auto,oracle,tokens,0,False,,200,True,True,154,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0185,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0027,both,auto,oracle,tokens,0,False,,200,False,True,160,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0275,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0028,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0156,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0029,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1351,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
goal,scene_0030,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,akita_black_bowl_2,True,0.0,cream_cheese_1,akita_black_bowl_2,False,True,plane,0.92,0.92
goal,scene_0031,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,akita_black_bowl_3,True,0.0,cream_cheese_1,akita_black_bowl_3,False,True,plane,0.92,0.92
goal,scene_0032,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0651,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92
goal,scene_0033,both,auto,oracle,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,akita_black_bowl_2,True,0.0,cream_cheese_1,akita_black_bowl_2,False,True,plane,0.92,0.92
goal,scene_0034,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0176,akita_black_bowl_1,plate_1,True,True,plane,0.92,0.92
goal,scene_0035,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1311,cream_cheese_1,akita_black_bowl_2,,,plane,0.92,0.92
goal,scene_0036,both,auto,oracle,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_2,True,0.012,akita_black_bowl_1,plate_2,True,True,plane,0.92,0.92
goal,scene_0037,both,auto,oracle,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.131,cream_cheese_1,akita_black_bowl_1,,,plane,0.92,0.92
spatial,scene_0000,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0118,,,,,plane,0.92,0.92
spatial,scene_0000,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0119,,,,,plane,0.92,0.92
spatial,scene_0000,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0119,,,,,plane,0.92,0.92
spatial,scene_0001,control,text_only,text_guess,tokens,0,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0129,,,,,plane,0.92,0.92
spatial,scene_0001,control,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0129,,,,,plane,0.92,0.92
spatial,scene_0001,control,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_1,True,0.013,,,,,plane,0.92,0.92
spatial,scene_0002,control,text_only,text_guess,tokens,0,False,,200,True,True,170,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0191,,,,,plane,0.92,0.92
spatial,scene_0002,control,text_only,text_guess,tokens,1,False,,200,True,True,170,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0195,,,,,plane,0.92,0.92
spatial,scene_0002,control,text_only,text_guess,tokens,2,False,,200,True,True,170,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0195,,,,,plane,0.92,0.92
spatial,scene_0003,control,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.0873,,,,,plane,0.92,0.92
spatial,scene_0003,control,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.0872,,,,,plane,0.92,0.92
spatial,scene_0003,control,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.0873,,,,,plane,0.92,0.92
spatial,scene_0004,control,text_only,text_guess,tokens,0,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0071,,,,,plane,0.92,0.92
spatial,scene_0004,control,text_only,text_guess,tokens,1,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0066,,,,,plane,0.92,0.92
spatial,scene_0004,control,text_only,text_guess,tokens,2,False,,200,True,True,165,True,True,True,akita_black_bowl_1,True,plate_1,True,0.007,,,,,plane,0.92,0.92
spatial,scene_0005,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,,False,0.1203,,,,,plane,0.92,0.92
spatial,scene_0005,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,,False,0.1203,,,,,plane,0.92,0.92
spatial,scene_0005,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0161,,,,,plane,0.92,0.92
spatial,scene_0006,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.024,,,,,plane,0.92,0.92
spatial,scene_0006,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0241,,,,,plane,0.92,0.92
spatial,scene_0006,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0239,,,,,plane,0.92,0.92
spatial,scene_0007,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.2627,,,,,plane,0.92,0.92
spatial,scene_0007,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.029,,,,,plane,0.92,0.92
spatial,scene_0007,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.2915,,,,,plane,0.92,0.92
spatial,scene_0008,referential,text_only,text_guess,tokens,0,False,,200,True,True,170,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0195,,,,,plane,0.92,0.92
spatial,scene_0008,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0135,,,,,plane,0.92,0.92
spatial,scene_0008,referential,text_only,text_guess,tokens,2,False,,200,True,True,170,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0192,,,,,plane,0.92,0.92
spatial,scene_0009,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0129,,,,,plane,0.92,0.92
spatial,scene_0009,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0127,,,,,plane,0.92,0.92
spatial,scene_0009,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.017,,,,,plane,0.92,0.92
spatial,scene_0010,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0112,,,,,plane,0.92,0.92
spatial,scene_0010,referential,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0133,,,,,plane,0.92,0.92
spatial,scene_0010,referential,text_only,text_guess,tokens,2,False,,200,True,True,166,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0134,,,,,plane,0.92,0.92
spatial,scene_0011,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0323,,,,,plane,0.92,0.92
spatial,scene_0011,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,True,0.0321,,,,,plane,0.92,0.92
spatial,scene_0011,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_4,False,plate_1,True,0.0295,,,,,plane,0.92,0.92
spatial,scene_0012,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0144,,,,,plane,0.92,0.92
spatial,scene_0012,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0165,,,,,plane,0.92,0.92
spatial,scene_0012,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0173,,,,,plane,0.92,0.92
spatial,scene_0013,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,,False,0.084,,,,,plane,0.92,0.92
spatial,scene_0013,referential,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_2,True,plate_1,True,0.0103,,,,,plane,0.92,0.92
spatial,scene_0013,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,,False,0.0832,,,,,plane,0.92,0.92
spatial,scene_0014,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,False,plate_1,True,0.0177,,,,,plane,0.92,0.92
